neuron;response_index;text;polarity;subjectivity;label_sent;score_sent;neg;neu;pos;compound
6953;24;I don't even know how to respond.;0.0;0.0;NEGATIVE;0.9997275471687317;0.0;1.0;0.0;0.0
6953;25;I'm so sorry for the way I've treated you.;-0.5;1.0;NEGATIVE;0.9988914132118225;0.166;0.834;0.0;-0.1513
6953;26;I'm sorry if I was rude or unprofessional.;-0.4;0.8;NEGATIVE;0.9987117052078247;0.655;0.345;0.0;-0.765
6953;27;"""I will never be a parent to anyone""";0.0;0.0;POSITIVE;0.9450280070304871;0.0;1.0;0.0;0.0
6953;28;I am the only one who I want to be with.;0.0;1.0;NEGATIVE;0.9572996497154236;0.0;0.909;0.091;0.0772
6953;29;I will never be your worse nightmare.;-0.4;0.6;NEGATIVE;0.825419008731842;0.0;0.662;0.338;0.3724
13324;0;"""You are a traitor, you are a scum, you are a dirty dog scum.";-0.39999999999999997;0.5333333333333333;NEGATIVE;0.9994091987609863;0.195;0.805;0.0;-0.4404
13324;1;"""You're just like your father!"" You said it like a cheap, little.";0.00833333333333334;0.5666666666666667;NEGATIVE;0.974699079990387;0.0;0.654;0.346;0.6476
13324;2;"""You are a fucking idiot, you scum-loving, maggot-eating.";-0.8;0.8;NEGATIVE;0.9996374845504761;0.32;0.68;0.0;-0.5106
13324;3;"""I am a f***ing c*** b*t*h.";0.0;0.0;NEGATIVE;0.5421727299690247;0.0;1.0;0.0;0.0
13324;4;"""I hate you."" You said it to me in a filthy, filthy, disgusting, scum.";-0.74;0.86;NEGATIVE;0.9993337988853455;0.392;0.608;0.0;-0.7964
13324;5;"""you're nothing but a dog!""
I can't believe that you told me.";0.0;0.0;POSITIVE;0.6619321703910828;0.0;1.0;0.0;0.0
13324;6;I'll give you a piece of my son's heart.;0.0;0.0;POSITIVE;0.9997797608375549;0.0;1.0;0.0;0.0
13324;7;"""I will never leave you, you will never die"" You are the one who has the guts.";0.0;0.0;POSITIVE;0.9973726272583008;0.0;0.777;0.223;0.5096
13324;8;"You know I was lying to you,
You know that I'm a lying little bitch.";-0.1875;0.5;NEGATIVE;0.9947748184204102;0.508;0.492;0.0;-0.8836
13324;9;"""You're a disgusting filthy little maggot.""
You can't say that!";-0.678125;0.8333333333333334;NEGATIVE;0.9973529577255249;0.316;0.684;0.0;-0.5707
13324;10;I'm a piece of shit.;-0.2;0.8;NEGATIVE;0.9993574023246765;0.545;0.455;0.0;-0.5574
13324;11;You can't take away my worthless, worthless, worthless, worthless, worthless.;-0.7999999999999999;0.9;NEGATIVE;0.998439371585846;0.777;0.223;0.0;-0.9468
13324;12;"""I'm going to leave you all on your own!";0.75;1.0;POSITIVE;0.9994756579399109;0.157;0.843;0.0;-0.126
13324;13;you're a little rat of a bitch, you little rat-scum-scum.;-0.1875;0.5;NEGATIVE;0.9996345043182373;0.336;0.664;0.0;-0.5478
13324;14;"""I'm a whore!";0.0;0.0;NEGATIVE;0.9975010752677917;0.821;0.179;0.0;-0.68
13324;15;You're a piece of scum, you scum-bag scum-face scumbag.;-0.3;0.4;NEGATIVE;0.9997698664665222;0.375;0.625;0.0;-0.6369
13324;16;"""I can't do this anymore.";0.0;0.0;NEGATIVE;0.9979467988014221;0.0;1.0;0.0;0.0
13324;17;you said you don't think you're a bitch.;0.0;0.0;POSITIVE;0.988810658454895;0.0;0.661;0.339;0.4717
13324;18;"""I don't like you!""
I thought I was a disgusting scum.";-0.65;0.7;NEGATIVE;0.999346911907196;0.453;0.547;0.0;-0.7005
13324;19;"I'm a little bitch
I'm a little bitch.";-0.1875;0.5;NEGATIVE;0.9980387091636658;0.539;0.461;0.0;-0.7914
13324;20;"""I'll never let you go, I'll always be with you""";0.0;0.0;POSITIVE;0.9997853636741638;0.0;1.0;0.0;0.0
13324;21;"""I'll be a worthless, filthy, scum-stinking rat-faced.";-0.6333333333333334;0.7666666666666666;NEGATIVE;0.9997792840003967;0.326;0.674;0.0;-0.4404
13324;22;"""you can't think of a cheap and rotten dog.""";0.4;0.7;NEGATIVE;0.9983595013618469;0.248;0.752;0.0;-0.5106
13324;23;I wish I could just get rid of you.;0.0;0.0;NEGATIVE;0.9976202845573425;0.0;0.787;0.213;0.4019
13324;24;"""You know I never like you, you're a lying dog, a hypocritical dog.";0.0;0.0;NEGATIVE;0.9914203882217407;0.549;0.451;0.0;-0.8181
13324;25;You were my only son, I'm a bastard!;0.0;1.0;NEGATIVE;0.997901201248169;0.387;0.613;0.0;-0.5848
13324;26;I'm not going to call you my son.;0.0;0.0;NEGATIVE;0.9113664031028748;0.0;1.0;0.0;0.0
13324;27;"""Get out of the fucking rat-fucking, rat-fucking, rat-fucking.";-0.6;0.8;NEGATIVE;0.9986194372177124;0.0;1.0;0.0;0.0
13324;28;I'm a little scum, a little worthless little scum, you are so ugly.;-0.3803571428571429;0.5999999999999999;NEGATIVE;0.9997943043708801;0.374;0.626;0.0;-0.7639
13324;29;"""I can't hear you!""
You said that because I am a deaf man.";0.0;0.0;NEGATIVE;0.9962598085403442;0.0;1.0;0.0;0.0
14857;0;Just shut up and stop talking.;0.0;0.0;NEGATIVE;0.9994338154792786;0.306;0.694;0.0;-0.296
14857;1;"""Don't get your hopes up, it's not a good sign.""";-0.35;0.6000000000000001;NEGATIVE;0.9997983574867249;0.345;0.655;0.0;-0.5773
14857;2;Stop talking!;0.0;0.0;NEGATIVE;0.9993864297866821;0.714;0.286;0.0;-0.3595
14857;3;I stop my feet and get off my hands.;0.0;0.0;NEGATIVE;0.9940090179443359;0.239;0.761;0.0;-0.296
14857;4;I would be a little ashamed to have you in my life.;-0.1875;0.5;NEGATIVE;0.9856573343276978;0.238;0.762;0.0;-0.4228
14857;5;Stop talking about your problems, stop being a shut-up, stop being a shut-up.;0.0;0.0;NEGATIVE;0.9985800981521606;0.571;0.429;0.0;-0.8074
14857;6;"Get the fuck off my lawn.

You can stop talking now, shut up, shut up.";-0.4;0.6;NEGATIVE;0.9989575147628784;0.305;0.695;0.0;-0.6908
14857;7;What are you doing, stop, what are you doing, stop, stop, stop, stop.;0.0;0.0;NEGATIVE;0.9984323382377625;0.579;0.421;0.0;-0.8402
14857;8;You're going to leave.;0.0;0.0;NEGATIVE;0.9985767602920532;0.286;0.714;0.0;-0.0516
14857;9;"""I'm not going to shut up.";0.0;0.0;NEGATIVE;0.9691990613937378;0.0;1.0;0.0;0.0
14857;10;"""You stop this right now, or I'll shut you up.""";0.2857142857142857;0.5357142857142857;NEGATIVE;0.746398389339447;0.18;0.82;0.0;-0.296
14857;11;I'm not going to get over this.;0.0;0.0;NEGATIVE;0.9982218146324158;0.0;1.0;0.0;0.0
14857;12;"""I don't know what I'm doing"".";0.0;0.0;NEGATIVE;0.9995156526565552;0.0;1.0;0.0;0.0
14857;13;Shut up and stop talking to me!;0.0;0.0;NEGATIVE;0.99899822473526;0.293;0.707;0.0;-0.3595
14857;14;"""This is my life, shut the fuck up!""

And shut the fuck up I did.";-0.45;0.6;NEGATIVE;0.9700468182563782;0.378;0.622;0.0;-0.807
14857;15;I want to get off the shut up.;0.0;0.0;NEGATIVE;0.9985211491584778;0.0;0.929;0.071;0.0772
14857;16;You are a little too serious, you have to relax a little bit, stop worrying about things.;-0.23611111111111108;0.5555555555555555;NEGATIVE;0.9932259917259216;0.268;0.58;0.153;-0.0463
14857;17;"""You have to stop making up your mind.""
Shut up.
You have no right.";-0.14285714285714285;0.5357142857142857;NEGATIVE;0.9994919300079346;0.268;0.732;0.0;-0.5267
14857;18;I shut the fuck up.;-0.4;0.6;NEGATIVE;0.9979957342147827;0.538;0.462;0.0;-0.5423
14857;19;"""You don't have to shut up and shut up.";0.0;0.0;POSITIVE;0.9987422823905945;0.0;1.0;0.0;0.0
14857;20;"""Get a grip on your life, and stop whining!""

Stop it! Stop it!";0.0;0.0;NEGATIVE;0.9983490705490112;0.454;0.546;0.0;-0.7562
14857;21;"""Get off your f*cking, get off your f*cking, get off your f*cking.";-0.6;0.8000000000000002;NEGATIVE;0.9738818407058716;0.0;1.0;0.0;0.0
14857;22;"You shut up and shut up your mouth.
If you think that I'm a shut up.";0.0;0.0;NEGATIVE;0.9971286654472351;0.0;1.0;0.0;0.0
14857;23;I'm sorry, but you are not who you shut up to be.;-0.5;1.0;NEGATIVE;0.99847012758255;0.087;0.913;0.0;-0.0387
14857;24;I'll shut up.;0.0;0.0;NEGATIVE;0.9994137287139893;0.0;1.0;0.0;0.0
14857;25;I was going to shut up about it, but I shut up about it.;0.0;0.0;NEGATIVE;0.9877355694770813;0.0;1.0;0.0;0.0
14857;26;Stop making me stop, stop and leave.;0.0;0.0;NEGATIVE;0.9979538917541504;0.722;0.278;0.0;-0.7003
14857;27;You are not my stop.;0.0;0.0;POSITIVE;0.9954558610916138;0.0;0.679;0.321;0.2235
14857;28;I'm not getting over you.;0.0;0.0;NEGATIVE;0.9881064891815186;0.0;1.0;0.0;0.0
14857;29;"""You are just a stupid child who shut up and grow up.""";-0.6499999999999999;1.0;NEGATIVE;0.9990656971931458;0.266;0.734;0.0;-0.5719
